cht_name,eng_name,id,typhoon_year,typhoon_route,born_location,hit_date,hit_count,warning_start,warning_end,warning_count,max_intensity,max_wind_speed,landind_location,moving_info,disaster_info,link,typhoon_sn,total_accu_rain_pic,daily_accu_rain_pic,typhoon_info_pdf,typhoon_route_pic,typhoon_alert_pdf
葛樂禮,GLORIA,196314,1963,1,"138.8, 16.7",1963年 09月 11日,1,海上 1963-09-08 11:00:00;陸上 1963-09-08 22:00:00,陸上 1963-09-11 22:00:00;海上 1963-09-12 10:30:00,15,強烈,68 (公尺/秒),---,形成後向西北西行進，於11日下午通過台灣北部近海，轉向西北進行，於馬祖附近登陸。,中、北部有非常嚴重之水災，有人員傷亡、失蹤，南部略有災情。,---,196314-葛樂禮,196314-葛樂禮/各測站總雨量長條圖.png,196314-葛樂禮/各測站連續24小時累積雨量長條圖.png,196314-葛樂禮/颱風雨量綜合資訊.pdf,196314-葛樂禮/颱風路徑圖.png,196314-葛樂禮/颱風警報單.pdf
費依,FAYE,196313,1963,---,"135.7, 14.3",1963年 09月 05日,1,海上 1963-09-03 22:00:00;陸上 1963-09-04 10:00:00,陸上 1963-09-05 16:20:00;海上 1963-09-05 22:10:00,8,強烈,51 (公尺/秒),---,形成後向西北西行進，至巴士海峽東部，改向西行進，而由雷州半島進入大陸。,nan,---,196313-費依,196313-費依/各測站總雨量長條圖.png,196313-費依/各測站連續24小時累積雨量長條圖.png,---,196313-費依/颱風路徑圖.png,196313-費依/颱風警報單.pdf
艾妮絲,AGNES,196308,1963,---,"131.6, 14.6",1963年 07月 20日,1,海上 1963-07-19 10:10:00;陸上 1963-07-19 22:00:00,陸上 1963-07-21 06:00:00;海上 1963-07-21 16:00:00,8,中度,43 (公尺/秒),---,形成後向西北西進行，掠過呂宋島北部近海後在雷州半島進入大陸。,---,---,196308-艾妮絲,196308-艾妮絲/各測站總雨量長條圖.png,196308-艾妮絲/各測站連續24小時累積雨量長條圖.png,---,196308-艾妮絲/颱風路徑圖.png,196308-艾妮絲/颱風警報單.pdf
范迪,WENDY,196307,1963,2,"146.6, 13.4",1963年 07月 16日,1,海上 1963-07-14 10:50:00;陸上 1963-07-14 22:30:00,陸上 1963-07-16 21:00:00;海上 1963-07-17 09:40:00,11,強烈,65 (公尺/秒),宜蘭至花蓮間,在那壩島東南海面形成後向西北西行進，至恆春東方海面轉向西北，於16日10時30分在花蓮北面登陸，由新竹附近出海，在馬祖附近進入大陸。,各地略有災情，有人員有傷亡、失蹤。,---,196307-范迪,196307-范迪/各測站總雨量長條圖.png,196307-范迪/各測站連續24小時累積雨量長條圖.png,196307-范迪/颱風雨量綜合資訊.pdf,196307-范迪/颱風路徑圖.png,196307-范迪/颱風警報單.pdf
崔絲,TRIX,196305,1963,---,"126.2, 13.5",1963年 06月 29日,1,海上 1963-06-27 22:30:00;陸上 1963-06-28 10:30:00,陸上 1963-07-01 16:10:00;海上 1963-07-01 22:10:00,16,中度,33 (公尺/秒),---,形成後向西北進行，穿過呂宋島後轉向北北西行進，至東沙島附近轉向北北東，由汕頭附近登陸。,---,---,196305-崔絲,196305-崔絲/各測站總雨量長條圖.png,196305-崔絲/各測站連續24小時累積雨量長條圖.png,---,196305-崔絲/颱風路徑圖.png,196305-崔絲/颱風警報單.pdf
雪莉,SHIRLEY,196304,1963,---,"131.6, 13.7",1963年 06月 18日,1,海上 1963-06-16 11:00:00;陸上 1963-06-17 11:00:00,陸上 1963-06-17 23:00:00;海上 1963-06-18 23:00:00,7,強烈,60 (公尺/秒),---,形成後向西北轉北北西進行，經宮古島附近而入東海，轉向北北東侵襲韓國。,---,---,196304-雪莉,196304-雪莉/各測站總雨量長條圖.png,196304-雪莉/各測站連續24小時累積雨量長條圖.png,---,196304-雪莉/颱風路徑圖.png,196304-雪莉/颱風警報單.pdf
羅絲,ROSE,196303,1963,---,"119.8, 18.5",1963年 06月 10日,1,海上 1963-06-08 16:30:00,海上 1963-06-11 22:40:00,8,輕度,25 (公尺/秒),---,形成後向東北進行，經巴士海峽、琉球群島附近逐漸遠離。,---,---,196303-羅絲,196303-羅絲/各測站總雨量長條圖.png,196303-羅絲/各測站連續24小時累積雨量長條圖.png,---,196303-羅絲/颱風路徑圖.png,196303-羅絲/颱風警報單.pdf
凱倫,KAREN,196226,1962,---,"152.4, 7.8",1962年 11月 15日,1,海上 1962-11-13 22:25:00;陸上 1962-11-14 16:15:00,陸上 1962-11-15 10:10:00;海上 1962-11-15 21:55:00,7,強烈,70 (公尺/秒),---,形成後在呂宋島東方海面向西北轉北北西行進，至琉球南方轉向東北逐漸遠離。,---,---,196226-凱倫,196226-凱倫/各測站總雨量長條圖.png,196226-凱倫/各測站連續24小時累積雨量長條圖.png,---,196226-凱倫/颱風路徑圖.png,196226-凱倫/颱風警報單.pdf
吉達,GILDA,196222,1962,---,"132.3, 14.6",1962年 10月 27日,1,海上 1962-10-25 22:20:00,海上 1962-10-27 21:50:00,5,強烈,53 (公尺/秒),---,形成後向西行進，不久轉向東北逐漸遠離。,---,---,196222-吉達,196222-吉達/各測站總雨量長條圖.png,196222-吉達/各測站連續24小時累積雨量長條圖.png,---,196222-吉達/颱風路徑圖.png,196222-吉達/颱風警報單.pdf
黛納,DINAH,196219,1962,5,"138.3, 17.3",1962年 10月 03日,1,海上 1962-10-01 07:30:00;陸上 1962-10-01 16:00:00,陸上 1962-10-03 16:00:00;海上 1962-10-03 22:00:00,12,強烈,51 (公尺/秒),---,在琉球東南方海面形成後向西行進，通過巴士海峽後轉向西北西，由汕頭附近登陸。,南部有嚴重損害，無人員死亡。,---,196219-黛納,196219-黛納/各測站總雨量長條圖.png,196219-黛納/各測站連續24小時累積雨量長條圖.png,196219-黛納/颱風雨量綜合資訊.pdf,196219-黛納/颱風路徑圖.png,196219-黛納/颱風警報單.pdf
娜定,NADINE,196004,1960,---,"129.2, 18.2",1960年 06月 05日,1,海上 1960-06-05 00:00:00,海上 1960-06-06 13:00:00,4,中度,35 (公尺/秒),---,形成後向西北行進，至呂宋島東方海面轉向北北東逐漸遠離。,---,---,196004-娜定,---,---,---,196004-娜定/颱風路徑圖.png,196004-娜定/颱風警報單.pdf
愛美,AMY,196216,1962,2,"147.7, 16.0",1962年 09月 05日,1,海上 1962-09-01 16:15:00;陸上 1962-09-02 10:20:00,陸上 1962-09-05 21:45:00;海上 1962-09-06 09:45:00,19,強烈,70 (公尺/秒),宜蘭至花蓮間,形成後在呂宋島東北方海面向西北方向行進，於5日10時在花蓮北方登陸，由新竹出海後，從福州附近進入大陸。,北部有嚴重災情，其餘地區略有災情，有人員傷亡、失蹤。,---,196216-愛美,196216-愛美/各測站總雨量長條圖.png,196216-愛美/各測站連續24小時累積雨量長條圖.png,196216-愛美/颱風雨量綜合資訊.pdf,196216-愛美/颱風路徑圖.png,196216-愛美/颱風警報單.pdf
萬達,WANDA,196215,1962,5,"132.9, 16.0",1962年 08月 31日,1,海上 1962-08-28 22:30:00;陸上 1962-08-29 16:00:00,陸上 1962-08-31 10:00:00;海上 1962-08-31 21:40:00,11,中度,48 (公尺/秒),---,形成後向西北西進行，經巴士海峽後於香港附近登陸。,東線鐵路略有損失。,---,196215-萬達,196215-萬達/各測站總雨量長條圖.png,196215-萬達/各測站連續24小時累積雨量長條圖.png,196215-萬達/颱風雨量綜合資訊.pdf,196215-萬達/颱風路徑圖.png,196215-萬達/颱風警報單.pdf
莎拉,SARAH,196212,1962,---,"126.8, 23.4",1962年 08月 17日,1,海上 1962-08-15 20:00:00;陸上 1962-08-16 12:00:00,陸上 1962-08-19 10:00:00;海上 1962-08-19 10:00:00,16,強烈,55 (公尺/秒),---,形成後向西北行進，不久在原地打轉後，以北轉東北方向逐漸遠離。,---,---,196212-莎拉,196212-莎拉/各測站總雨量長條圖.png,196212-莎拉/各測站連續24小時累積雨量長條圖.png,---,196212-莎拉/颱風路徑圖.png,196212-莎拉/颱風警報單.pdf
歐珀,OPAL,196209,1962,2,"141.5, 10.2",1962年 08月 05日,1,海上 1962-08-03 10:00:00;陸上 1962-08-04 10:00:00,陸上 1962-08-06 09:45:00;海上 1962-08-06 22:00:00,12,強烈,75 (公尺/秒),宜蘭至花蓮間,形成後在呂宋島東方海面向西北轉北北西行進，於5日22時30分在宜蘭附近登陸，由桃園新竹間出海，在馬祖附近進入大陸。,北部災情慘重，尤其是宜蘭縣，為三十年來最大的一次災難，有人員傷亡、失蹤。,---,196209-歐珀,196209-歐珀/各測站總雨量長條圖.png,196209-歐珀/各測站連續24小時累積雨量長條圖.png,196209-歐珀/颱風雨量綜合資訊.pdf,196209-歐珀/颱風路徑圖.png,196209-歐珀/颱風警報單.pdf
娜拉,NORA,196208,1962,---,"132.3, 18.3",1962年 08月 01日,1,海上 1962-07-29 10:15:00;陸上 1962-07-29 22:00:00,陸上 1962-07-31 21:40:00;海上 1962-08-01 15:40:00,10,中度,35 (公尺/秒),---,形成後向西北西轉西北進行，經那霸與宮古島間轉北入黃海逐漸遠離。,---,---,196208-娜拉,196208-娜拉/各測站總雨量長條圖.png,196208-娜拉/各測站連續24小時累積雨量長條圖.png,---,196208-娜拉/颱風路徑圖.png,196208-娜拉/颱風警報單.pdf
凱蒂,KATE,196205,1962,6,"123.2, 18.5",1962年 07月 22日,1,海上 1962-07-19 17:00:00;陸上 1962-07-20 22:20:00,陸上 1962-07-23 09:30:00;海上 1962-07-23 21:50:00,18,中度,38 (公尺/秒),未登陸,形成後向西北西行進，至恆春西南方海面時，以緩慢之速度呈打轉後轉向北北東行進，經台灣東部近海在花蓮、新港間消失，而在台灣海峽北部產生副低壓取代之，繼續向北經馬祖附近登陸大陸。,東南部損失較重，有人員傷亡、失蹤。,---,196205-凱蒂,196205-凱蒂/各測站總雨量長條圖.png,196205-凱蒂/各測站連續24小時累積雨量長條圖.png,196205-凱蒂/颱風雨量綜合資訊.pdf,196205-凱蒂/颱風路徑圖.png,196205-凱蒂/颱風警報單.pdf
瓊安,JOAN,196204,1962,---,"130.0, 21.0",1962年 07月 09日,1,海上 1962-07-07 22:30:00,海上 1962-07-09 22:00:00,5,中度,40 (公尺/秒),---,形成後向北北西行進，經那霸與宮古島間進入東海。,---,---,196204-瓊安,---,---,---,196204-瓊安/颱風路徑圖.png,196204-瓊安/颱風警報單.pdf
艾瑞絲,IRIS,196203,1962,---,"128.8, 10.7",1962年 05月 29日,1,海上 1962-05-28 07:30:00,海上 1962-05-29 10:00:00,4,中度,33 (公尺/秒),---,形成後向北北西轉北北東行進，在呂宋島東北近海處減弱為熱帶性低氣壓。,---,---,196203-艾瑞絲,---,---,---,196203-艾瑞絲/颱風路徑圖.png,196203-艾瑞絲/颱風警報單.pdf
賀普,HOPE,196202,1962,---,"127.4, 9.7",1962年 05月 20日,1,海上 1962-05-19 10:00:00;陸上 1962-05-19 16:30:00,陸上 1962-05-20 10:00:00;海上 1962-05-20 15:25:00,6,中度,33 (公尺/秒),---,形成後在呂宋島東方近海向北進行，至呂宋島時，轉向東北逐漸遠離。,---,---,196202-賀普,---,---,---,196202-賀普/颱風路徑圖.png,196202-賀普/颱風警報單.pdf
蒂達,TILDA,196123,1961,---,"145.4, 18.0",1961年 10月 03日,1,海上 1961-10-01 22:00:00;陸上 1961-10-02 09:30:00,陸上 1961-10-03 22:00:00;海上 1961-10-04 10:00:00,11,強烈,65 (公尺/秒),---,在琉球東南東方海面形成後向西北西方行進，經那霸附近後轉西北進入大陸。,---,---,196123-蒂達,---,---,---,196123-蒂達/颱風路徑圖.png,196123-蒂達/颱風警報單.pdf
沙莉,SALLY,196122,1961,4,"132.1, 19.8",1961年 09月 28日,1,海上 1961-09-26 22:30:00;陸上 1961-09-27 16:00:00,陸上 1961-09-29 06:00:00;海上 1961-09-29 11:00:00,10,中度,40 (公尺/秒),台東至恆春間,在琉球南方海面形成後，向西北西行進，於28日14時至15時之間在大武附近登陸，由高雄南方出海後，於香港附近登陸。,南部略有災情。,---,196122-沙莉,196122-沙莉/各測站總雨量長條圖.png,196122-沙莉/各測站連續24小時累積雨量長條圖.png,196122-沙莉/颱風雨量綜合資訊.pdf,196122-沙莉/颱風路徑圖.png,196122-沙莉/颱風警報單.pdf
波密拉,PAMELA,196120,1961,2,"135.4, 20.1",1961年 09月 12日,1,海上 1961-09-11 10:00:00;陸上 1961-09-11 16:00:00,陸上 1961-09-12 16:00:00;海上 1961-09-12 22:00:00,7,強烈,65 (公尺/秒),宜蘭至花蓮間,形成後向西北西行進，於12日4時在花蓮宜蘭之間登陸，由台中西北方出海，從金門附近進入大陸。,全省均有災情，尤以北部最為嚴重，有人員傷亡、失蹤。,---,196120-波密拉,196120-波密拉/各測站總雨量長條圖.png,196120-波密拉/各測站連續24小時累積雨量長條圖.png,196120-波密拉/颱風雨量綜合資訊.pdf,196120-波密拉/颱風路徑圖.png,196120-波密拉/颱風警報單.pdf
南施,NANCY,196118,1961,---,"164.3, 8.8",1961年 09月 14日,1,海上 1961-09-13 11:30:00;陸上 1961-09-13 23:00:00,陸上 1961-09-14 16:30:00;海上 1961-09-15 10:30:00,7,強烈,100 (公尺/秒),---,形成後在呂宋島東方海面向西北西轉西北行進，至那霸島東南方海面時向北轉東北進行，侵襲日本。,---,---,196118-南施,---,---,---,196118-南施/颱風路徑圖.png,196118-南施/颱風警報單.pdf
勞娜,LORNA,196116,1961,4,"129.9, 15.7",1961年 08月 25日,1,海上 1961-08-23 22:30:00;陸上 1961-08-24 10:30:00,陸上 1961-08-25 22:00:00;海上 1961-08-26 10:30:00,9,強烈,60 (公尺/秒),台東至恆春間,形成後向西北行進，於25日7時在大武南方登陸，由台南南方出海，並自廈門附近登陸。,高屏及台東地區有災情，有人員傷亡、失蹤。,---,196116-勞娜,196116-勞娜/各測站總雨量長條圖.png,196116-勞娜/各測站連續24小時累積雨量長條圖.png,196116-勞娜/颱風雨量綜合資訊.pdf,196116-勞娜/颱風路徑圖.png,196116-勞娜/颱風警報單.pdf
裘恩,JUNE,196114,1961,3,"133.6, 11.8",1961年 08月 07日,1,海上 1961-08-04 23:00:00;陸上 1961-08-05 23:00:00,陸上 1961-08-07 22:00:00;海上 1961-08-08 11:30:00,12,中度,50 (公尺/秒),花蓮至新港間,形成後向西北西轉北北西行進，於7日11時左右，在新港北方附近登陸，由嘉義西北方出海後，轉北北西進行，從金門東北方進入大陸。,南部與台東地區有災情，人員有傷亡及失蹤。,---,196114-裘恩,196114-裘恩/各測站總雨量長條圖.png,196114-裘恩/各測站連續24小時累積雨量長條圖.png,196114-裘恩/颱風雨量綜合資訊.pdf,196114-裘恩/颱風路徑圖.png,196114-裘恩/颱風警報單.pdf
芙勞西,FLOSSIE,196110,1961,---,"127.8, 17.6",1961年 07月 18日,1,海上 1961-07-16 23:30:00,海上 1961-07-19 11:00:00,6,輕度,20 (公尺/秒),---,在呂宋島東方海面形成後向西北西進行，經呂宋島北部近海向西北西進行，由香港附近進入大陸。,---,---,196110-芙勞西,---,---,---,196110-芙勞西/颱風路徑圖.png,196110-芙勞西/颱風警報單.pdf
艾爾西,ELSIE,196109,1961,5,"123.1, 20.8",1961年 07月 13日,1,海上 1961-07-13 00:30:00;陸上 1961-07-13 11:00:00,陸上 1961-07-14 22:30:00;海上 1961-07-15 10:00:00,9,中度,45 (公尺/秒),---,在台灣東南方海面形成後，向西北西行進，經恆春南方沿海，由汕頭附近登陸。,災情輕微。,---,196109-艾爾西,196109-艾爾西/各測站總雨量長條圖.png,196109-艾爾西/各測站連續24小時累積雨量長條圖.png,196109-艾爾西/颱風雨量綜合資訊.pdf,196109-艾爾西/颱風路徑圖.png,196109-艾爾西/颱風警報單.pdf
都麗絲,DORIS,196108,1961,---,"127.0, 21.4",1961年 07月 01日,1,海上 1961-06-30 11:00:00;陸上 1961-06-30 23:00:00,陸上 1961-07-01 12:00:00;海上 1961-07-01 23:00:00,5,輕度,20 (公尺/秒),---,形成後向西行進，至恆春近海減弱，而在臺灣海峽南部誘發副低壓取代之，並向西行進由香港附近登陸。,nan,---,196108-都麗絲,196108-都麗絲/各測站總雨量長條圖.png,196108-都麗絲/各測站連續24小時累積雨量長條圖.png,---,196108-都麗絲/颱風路徑圖.png,196108-都麗絲/颱風警報單.pdf
貝蒂,BETTY,196104,1961,6,"133.5, 10.7",1961年 05月 26日,1,海上 1961-05-24 18:00:00;陸上 1961-05-25 17:00:00,陸上 1961-05-27 11:00:00;海上 1961-05-27 22:00:00,13,強烈,60 (公尺/秒),新港至台東間,在菲律賓群島東方海面形成後，向西北轉北北西行進，於26日22時在新港南方登陸後減弱，由臺中、新竹間誘發一副低壓取代之，並轉向北北東侵襲韓國。,東部地區，尤其是臺東附近有嚴重災害，北部則略有災情，有人員傷亡、失蹤。,---,196104-貝蒂,196104-貝蒂/各測站總雨量長條圖.png,196104-貝蒂/各測站連續24小時累積雨量長條圖.png,196104-貝蒂/颱風雨量綜合資訊.pdf,196104-貝蒂/颱風路徑圖.png,196104-貝蒂/颱風警報單.pdf
艾麗絲,ALICE,196103,1961,---,"115.0, 15.2",1961年 05月 20日,1,海上 1961-05-19 10:30:00,海上 1961-05-20 23:00:00,4,中度,40 (公尺/秒),---,形成後向北北西行進，至東沙島西南方海面轉北北東，由香港附近進入大陸，再從溫州出海，以東北東方向進入東海。,---,---,196103-艾麗絲,---,---,---,196103-艾麗絲/颱風路徑圖.png,196103-艾麗絲/颱風警報單.pdf
葛樂禮,GLORIA,196018,1960,---,"131.8, 11.9",1960年 09月 02日,1,海上 1960-09-02 13:00:00,海上 1960-09-03 12:00:00,3,輕度,18 (公尺/秒),---,形成後向西北西行進，穿越呂宋島中部後轉向西逐漸遠離。,---,---,196018-葛樂禮,---,---,---,196018-葛樂禮/颱風路徑圖.png,196018-葛樂禮/颱風警報單.pdf
艾琳,ELAINE,196015,1960,特殊,"116.5, 19.3",1960年 08月 23日,1,海上 1960-08-20 18:00:00;陸上 1960-08-20 23:00:00,陸上 1960-08-24 11:00:00;海上 1960-08-24 23:00:00,18,中度,40 (公尺/秒),花蓮至新港間,形成後向東北行進，至恆春西南方近海後，沿著南部、東部沿海北上，於23日晚上，在花蓮東方沿海減弱，由台南、高雄間之副低壓取代，從金門附近進入大陸。,南部豪雨成災，有人員傷亡、失蹤。,---,196015-艾琳,196015-艾琳/各測站總雨量長條圖.png,196015-艾琳/各測站連續24小時累積雨量長條圖.png,196015-艾琳/颱風雨量綜合資訊.pdf,196015-艾琳/颱風路徑圖.png,196015-艾琳/颱風警報單.pdf
卡門,CARMEN,196014,1960,---,"126.8, 23.4",1960年 08月 18日,1,海上 1960-08-16 00:00:00,海上 1960-08-20 18:00:00,10,中度,35 (公尺/秒),---,形成後向西北西行進，經宮古島東方近海時，轉向東北，呈蜿蜒的蛇行狀行徑而遠離。,---,---,196014-卡門,---,---,---,196014-卡門/颱風路徑圖.png,196014-卡門/颱風警報單.pdf
艾妮絲,AGNES,196012,1960,2,"132.5, 21.0",1960年 08月 14日,1,海上 1960-08-13 13:00:00;陸上 1960-08-14 00:00:00,陸上 1960-08-15 00:00:00;海上 1960-08-15 12:00:00,6,輕度,25 (公尺/秒),彭佳嶼至宜蘭間,形成後向西北西行進，經宮古島南方近海後逐漸偏西，於14日中午由宜蘭北方登陸轉向西南西，在新竹附近出海後向西南進行進入臺灣海峽。,災情極輕微。,---,196012-艾妮絲,196012-艾妮絲/各測站總雨量長條圖.png,196012-艾妮絲/各測站連續24小時累積雨量長條圖.png,196012-艾妮絲/颱風雨量綜合資訊.pdf,196012-艾妮絲/颱風路徑圖.png,196012-艾妮絲/颱風警報單.pdf
